LineId,EventId,program_pid,Content,Level,Duration,Program,EventTemplate
364,E1035,dbus  pid: 557,Successfully activated service 'org.freedesktop.RealtimeKit1',,,system,Successfully activated service <*>
365,E1607,org.gtk.vfs.Daemon  pid: 915,A connection to the bus can't be made,,,,A connection to the bus can't be made
366,E1527,NetworkManager  pid: 582,monitoring ifupdown state file '/run/network/ifstate'.,info,1467205190.8603,,monitoring ifupdown state file '/run/network/ifstate'.
367,E1230,kernel,PCCT header not found.,,    0.182447,,PCCT header not found.
368,E1549,NetworkManager  pid: 567,Loaded device plugin: NMBridgeFactory (internal),info,1467290566.6340,,Loaded device plugin: NMVlanFactory (<*>)
369,E1533,NetworkManager  pid: 572,devices added (path: /sys/devices/pci0000:00/0000:00:03.0/net/enp0s3  iface: enp0s3),info,1466518545.5948,,devices added (path: <*>  iface: <*>)
370,E1529,NetworkManager  pid: 567,dns-mgr[0x1bb40a0]: using resolv.conf manager 'resolvconf',info,1467290566.2403,,dns-mgr[<*>]: using resolv.conf manager 'resolvconf'
371,E1029,avahi-daemon  pid: 538,Successfully dropped root privileges.,,,,Successfully dropped root privileges.
372,E1349,kernel,ACPI: Power Button [PWRF],,    0.616796,,ACPI: Power Button [PWRF]
373,E1044,dnsmasq  pid: 786,DBus support enabled: connected to system bus,,,,DBus support enabled: connected to system bus
374,E1035,dbus  pid: 557,Successfully activated service 'org.freedesktop.hostname1',,,system,Successfully activated service <*>
375,E1645,systemd  pid: 867,Stopped target Paths.,,,,Stopped target <*>
376,E1070,kernel,Base memory trampoline at [ffff880000099000] 99000 size 24576,,    0.000000,,Base memory trampoline at [<*>] <*> size <*>
377,E1630,rtkit-daemon  pid: 1113,Supervising 2 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
378,E1010,anacron  pid: 517,Will run job `cron.daily' in 5 min.,,,,Will run job <*> in <*> min.
379,E1409,kernel,AppArmor: AppArmor sha1 policy hashing enabled,,    0.691791,,AppArmor: AppArmor sha1 policy hashing enabled
380,E1556,NetworkManager  pid: 582,device (enp0s3): state change: prepare -> config (reason 'none') [40 50 0],info,1467205191.4045,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
381,E1558,NetworkManager  pid: 567,urfkill disappeared from the bus,info,1467290566.7155,,urfkill disappeared from the bus
382,E1489,kernel,"audit: type=1400 audit(1467290565.756:4): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/sbin/dhclient"" pid=371 comm=""apparmor_parser""",,    5.950977,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
383,E1533,NetworkManager  pid: 582,devices added (path: /sys/devices/virtual/net/lo  iface: lo),info,1467205191.0667,,devices added (path: <*>  iface: <*>)
384,E1344,kernel,io scheduler cfq registered,,    0.616599,,io scheduler cfq registered
385,E1332,kernel,Initialise system trusted keyring,,    0.617562,,Initialise system trusted keyring
386,E1549,NetworkManager  pid: 572,Loaded device plugin: NMVlanFactory (internal),info,1466518545.7093,,Loaded device plugin: NMVlanFactory (<*>)
387,E1385,kernel,ohci-platform: OHCI generic platform driver,,    0.676337,,ohci-platform: OHCI generic platform driver
388,E1106,kernel,---[ end trace 4d5ff9f2f68c4233 ]---,,    0.000000,,---[ end trace <*> ]---
389,E1530,NetworkManager  pid: 585,init!,info,1466518839.9475,,init!
390,E1630,rtkit-daemon  pid: 1113,Supervising 7 threads of 3 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
391,E1645,systemd  pid: 909,Stopped target Timers.,,,,Stopped target <*>
392,E1489,kernel,"audit: type=1400 audit(1466518544.872:7): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/connman/scripts/dhclient-script"" pid=383 comm=""apparmor_parser""",,    5.053090,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
393,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S2_] (20150930/hwxface-580),,    0.186227,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
394,E1349,kernel,ACPI: Power Button [PWRF],,    0.615348,,ACPI: Power Button [PWRF]
395,E1485,kernel,lp: driver loaded but no devices found,,    5.582925,,lp: driver loaded but no devices found
396,E1526,NetworkManager  pid: 582,manager[0xa721a0]: monitoring kernel firmware directory '/lib/firmware'.,info,1467205190.8594,,manager[<*>]: monitoring kernel firmware directory '/lib/firmware'.
397,E1508,kernel,fbcon: vboxdrmfb (fb0) is primary device,,    4.745066,,fbcon: vboxdrmfb (fb0) is primary device
398,E1034,dbus  pid: 563,Activating via systemd: service name='org.freedesktop.UPower' unit='upower.service',,,system,Activating via systemd: service name=<*> unit=<*>
399,E1541,NetworkManager  pid: 585,SettingsPlugin-Ofono: init!,info,1466518839.9495,,SettingsPlugin-Ofono: init!
400,E1665,systemd  pid: 1,Mounted FUSE Control File System.,,,,Mounted FUSE Control File System.
401,E1356,kernel,brd: module loaded,,    0.619526,,brd: module loaded
402,E1088,kernel,CPUID[0d  10]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
403,E1489,kernel,"audit: type=1400 audit(1467290565.752:3): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/lightdm/lightdm-guest-session//chromium"" pid=370 comm=""apparmor_parser""",,    5.947598,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
404,E1125,kernel,Initializing cgroup subsys cpuacct,,    0.000000,,Initializing cgroup subsys <*>
405,E1231,kernel,ACPI: bus type PCI registered,,    0.183602,,ACPI: bus type PCI registered
406,E1125,kernel,Initializing cgroup subsys freezer,,    0.025705,,Initializing cgroup subsys <*>
407,E1156,kernel,PM: Registered nosave memory: [mem 0x000a0000-0x000effff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
408,E1556,NetworkManager  pid: 572,device (enp0s3): state change: unavailable -> disconnected (reason 'none') [20 30 0],info,1466518545.7811,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
409,E1660,systemd  pid: 1,Listening on CUPS Scheduler.,,,,Listening on CUPS Scheduler.
410,E1088,kernel,CPUID[0d  08]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
411,E1125,kernel,Initializing cgroup subsys pids,,    0.027319,,Initializing cgroup subsys <*>
412,E1551,NetworkManager  pid: 582,manager: Networking is enabled by state file,info,1467205191.2842,,manager: Networking is enabled by state file
413,E1556,NetworkManager  pid: 582,device (enp0s3): state change: disconnected -> prepare (reason 'none') [30 40 0],info,1467205191.4016,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
414,E1096,kernel,DMA zone: 21 pages reserved,,    0.000000,,DMA zone: <*> pages reserved
415,E1088,kernel,CPUID[0d  06]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
416,E1296,kernel,e820: reserve RAM buffer [mem 0x2fff0000-0x2fffffff],,    0.203541,,e820: reserve RAM buffer [mem <*>]
417,E1549,NetworkManager  pid: 572,Loaded device plugin: NMIPTunnelFactory (internal),info,1466518545.7094,,Loaded device plugin: NMVlanFactory (<*>)
418,E1231,kernel,ACPI: bus type PCI registered,,    0.182483,,ACPI: bus type PCI registered
419,E1385,kernel,ohci-platform: OHCI generic platform driver,,    0.660930,,ohci-platform: OHCI generic platform driver
420,E1645,systemd  pid: 909,Stopped target Sockets.,,,,Stopped target <*>
421,E1678,systemd  pid: 1,Reloading OpenBSD Secure Shell server.,,,,Reloading OpenBSD Secure Shell server.
422,E1901,systemd  pid: 1,Reloading.,,,,Reloading.
423,E1156,kernel,PM: Registered nosave memory: [mem 0x00000000-0x00000fff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
424,E1088,kernel,CPUID[0d  08]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
425,E1058,kernel,ACPI: Early table checksum verification disabled,,    0.000000,,ACPI: Early table checksum verification disabled
426,E1534,NetworkManager  pid: 572,end _init.,info,1466518545.5948,,end _init.
427,E1556,NetworkManager  pid: 567,device (enp0s3): state change: secondaries -> activated (reason 'none') [90 100 0],info,1467290566.8331,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
428,E1844,lightdm,PAM adding faulty module: pam_kwallet.so,,,,PAM adding faulty module: <*>
429,E1524,NetworkManager  pid: 567,NetworkManager (version 1.2.0) is starting...,info,1467290566.1984,,NetworkManager (version 1.2.0) is starting...
430,E1034,dbus  pid: 536,Activating via systemd: service name='org.freedesktop.UPower' unit='upower.service',,,system,Activating via systemd: service name=<*> unit=<*>
431,E1088,kernel,CPUID[0d  0a]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
432,E1107,kernel,Faking a node at [mem 0x0000000000000000-0x000000002ffeffff],,    0.000000,,Faking a node at [mem <*>-<*>]
433,E1010,anacron  pid: 491,Will run job `cron.monthly' in 15 min.,,,,Will run job <*> in <*> min.
434,E1338,kernel,Allocating IMA MOK and blacklist keyrings.,,    0.601864,,Allocating IMA MOK and blacklist keyrings.
435,E1034,dbus  pid: 558,Activating via systemd: service name='org.freedesktop.RealtimeKit1' unit='rtkit-daemon.service',,,system,Activating via systemd: service name=<*> unit=<*>
436,E1183,kernel,Security Framework initialized,,    0.025340,,Security Framework initialized
437,E1844,lightdm,PAM adding faulty module: pam_kwallet5.so,,,,PAM adding faulty module: <*>
438,E1857,systemd-logind  pid: 575,Watching system buttons on /dev/input/event3 (Video Bus),,,,Watching system buttons on /dev/input/event<*> (<*> <*>)
439,E1630,rtkit-daemon  pid: 1113,Supervising 3 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
440,E1147,kernel,No NUMA configuration found,,    0.000000,,No NUMA configuration found
441,E1183,kernel,Security Framework initialized,,    0.026421,,Security Framework initialized
442,E1541,NetworkManager  pid: 582,SettingsPlugin-Ofono: init!,info,1467205191.0685,,SettingsPlugin-Ofono: init!
443,E1489,kernel,"audit: type=1400 audit(1467205190.348:4): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/sbin/dhclient"" pid=369 comm=""apparmor_parser""",,    4.541334,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
444,E1145,kernel,node   0: [mem 0x0000000000001000-0x000000000009efff],,    0.000000,,node   0: [mem <*>-<*>]
445,E1070,kernel,Base memory trampoline at [ffff880000099000] 99000 size 24576,,    0.000000,,Base memory trampoline at [<*>] <*> size <*>
446,E1238,kernel,ACPI: Executed 1 blocks of module-level executable AML code,,    0.183962,,ACPI: Executed 1 blocks of module-level executable AML code
447,E1035,dbus  pid: 558,Successfully activated service 'org.freedesktop.UPower',,,system,Successfully activated service <*>
448,E1549,NetworkManager  pid: 572,Loaded device plugin: NMWifiFactory (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-wifi.so),info,1466518545.7176,,Loaded device plugin: NMVlanFactory (<*>)
449,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S4_] (20150930/hwxface-580),,    0.185339,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
450,E1342,kernel,io scheduler noop registered,,    0.619237,,io scheduler noop registered
451,E1076,kernel,Build-time adjustment of leaf fanout to 64.,,    0.000000,,Build-time adjustment of leaf fanout to <*>.
452,E1216,kernel,devtmpfs: initialized,,    0.181792,,devtmpfs: initialized
453,E1063,kernel,ACPI: IRQ0 used by override.,,    0.000000,,ACPI: IRQ<*> used by override.
454,E1844,lightdm,PAM adding faulty module: pam_kwallet5.so,,,,PAM adding faulty module: <*>
455,E1645,systemd  pid: 909,Stopped target Timers.,,,,Stopped target <*>
456,E1125,kernel,Initializing cgroup subsys net_prio,,    0.026575,,Initializing cgroup subsys <*>
457,E1088,kernel,CPUID[0d  0a]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
458,E1525,NetworkManager  pid: 567,Read config: /etc/NetworkManager/NetworkManager.conf,info,1467290566.2010,,Read config: /etc/NetworkManager/NetworkManager.conf
459,E1582,NetworkManager  pid: 582,manager: NetworkManager state is now CONNECTED_LOCAL,info,1467205191.4694,,manager: NetworkManager state is now CONNECTED_LOCAL
460,E1185,kernel,AppArmor: AppArmor initialized,,    0.026103,,AppArmor: AppArmor initialized
461,E1125,kernel,Initializing cgroup subsys hugetlb,,    0.026807,,Initializing cgroup subsys <*>
462,E1592,NetworkManager  pid: 567,nm_device_get_device_type: assertion 'NM_IS_DEVICE (self)' failed,,,,nm_device_get_device_type: assertion 'NM_IS_DEVICE (self)' failed
463,E1855,systemd-logind  pid: 586,New session c2 of user stefan.,,,,New session <*> of user <*>
464,E1857,systemd-logind  pid: 518,Watching system buttons on /dev/input/event0 (Power Button),,,,Watching system buttons on /dev/input/event<*> (<*> <*>)
465,E1296,kernel,e820: reserve RAM buffer [mem 0x0009fc00-0x0009ffff],,    0.202422,,e820: reserve RAM buffer [mem <*>]
466,E1551,NetworkManager  pid: 582,manager: Networking is enabled by state file,info,1467205191.2842,,manager: Networking is enabled by state file
467,E1555,NetworkManager  pid: 567,manager: (lo): new Generic device (/org/freedesktop/NetworkManager/Devices/1),info,1467290566.6955,,manager: (<*>): new <*> device (<*>)
468,E1332,kernel,Initialise system trusted keyring,,    0.613518,,Initialise system trusted keyring
469,E1524,NetworkManager  pid: 582,NetworkManager (version 1.2.0) is starting...,info,1467205190.8426,,NetworkManager (version 1.2.0) is starting...
470,E1035,dbus  pid: 558,Successfully activated service 'org.freedesktop.hostname1',,,system,Successfully activated service <*>
471,E1415,kernel,EDD information not available.,,    0.687205,,EDD information not available.
472,E1203,kernel,Freeing SMP alternatives memory: 28K (ffffffff820b3000 - ffffffff820ba000),,    0.044098,,Freeing SMP alternatives memory: 28K (<*> - <*>)
473,E1342,kernel,io scheduler noop registered,,    0.602040,,io scheduler noop registered
474,E1556,NetworkManager  pid: 582,device (enp0s3): state change: secondaries -> activated (reason 'none') [90 100 0],info,1467205191.4687,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
475,E1034,dbus  pid: 563,Activating via systemd: service name='org.freedesktop.UPower' unit='upower.service',,,system,Activating via systemd: service name=<*> unit=<*>
476,E1142,kernel,MTRR default type: uncachable,,    0.000000,,MTRR default type: uncachable
477,E1624,rtkit-daemon  pid: 1113,Canary thread running.,,,,Canary thread running.
478,E1857,systemd-logind  pid: 586,Watching system buttons on /dev/input/event1 (Sleep Button),,,,Watching system buttons on /dev/input/event<*> (<*> <*>)
479,E1555,NetworkManager  pid: 585,manager: (enp0s3): new Ethernet device (/org/freedesktop/NetworkManager/Devices/0),info,1466518840.1084,,manager: (<*>): new <*> device (<*>)
480,E1528,NetworkManager  pid: 572,"dns-mgr[0x1da38c0]: set resolv-conf-mode: dnsmasq  plugin=""dnsmasq""",info,1466518545.4706,,"dns-mgr[<*>]: set resolv-conf-mode: dnsmasq  plugin=""dnsmasq"""
481,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S1_] (20150930/hwxface-580),,    0.185333,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
482,E1123,kernel,Hierarchical RCU implementation.,,    0.000000,,Hierarchical RCU implementation.
483,E1338,kernel,Allocating IMA MOK and blacklist keyrings.,,    0.619086,,Allocating IMA MOK and blacklist keyrings.
484,E1353,kernel,ACPI: Battery Slot [BAT0] (battery present),,    0.619963,,ACPI: Battery Slot [BAT0] (battery present)
485,E1132,kernel,KERNEL supported cpus:,,    0.000000,,KERNEL supported cpus:
486,E1489,kernel,"audit: type=1400 audit(1467205190.348:8): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/bin/ubuntu-core-launcher"" pid=371 comm=""apparmor_parser""",,    4.542968,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
487,E1185,kernel,AppArmor: AppArmor initialized,,    0.026103,,AppArmor: AppArmor initialized
488,E1088,kernel,CPUID[0d  0f]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
489,E1145,kernel,node   0: [mem 0x0000000000001000-0x000000000009efff],,    0.000000,,node   0: [mem <*>-<*>]
490,E1590,NetworkManager  pid: 582,WWAN hardware radio set enabled,info,1467205200.9616,,<*> hardware radio set enabled
491,E1338,kernel,Allocating IMA MOK and blacklist keyrings.,,    0.614955,,Allocating IMA MOK and blacklist keyrings.
492,E1074,kernel,Booting paravirtualized kernel on KVM,,    0.000000,,Booting paravirtualized kernel on KVM
493,E1125,kernel,Initializing cgroup subsys memory,,    0.026567,,Initializing cgroup subsys <*>
494,E1238,kernel,ACPI: Executed 1 blocks of module-level executable AML code,,    0.185937,,ACPI: Executed 1 blocks of module-level executable AML code
495,E1157,kernel,Policy zone: DMA32,,    0.000000,,Policy zone: DMA32
496,E1107,kernel,Faking a node at [mem 0x0000000000000000-0x000000002ffeffff],,    0.000000,,Faking a node at [mem <*>-<*>]
497,E1901,systemd  pid: 1,Reloading.,,,,Reloading.
498,E1157,kernel,Policy zone: DMA32,,    0.000000,,Policy zone: DMA32
499,E1616,pulseaudio  pid: 13870,pid.c: Daemon already running.,,,pulseaudio,pid.c: Daemon already running.
500,E1035,dbus  pid: 563,Successfully activated service 'org.freedesktop.UPower',,,system,Successfully activated service <*>
501,E1088,kernel,CPUID[0d  05]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
502,E1524,NetworkManager  pid: 572,NetworkManager (version 1.2.0) is starting...,info,1466518545.4596,,NetworkManager (version 1.2.0) is starting...
503,E1035,dbus  pid: 563,Successfully activated service 'org.freedesktop.UDisks2',,,system,Successfully activated service <*>
504,E1630,rtkit-daemon  pid: 1113,Supervising 1 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
505,E1532,NetworkManager  pid: 567,device added (path: /sys/devices/pci0000:00/0000:00:03.0/net/enp0s3  iface: enp0s3): no ifupdown configuration found.,info,1467290566.4214,,device added (path: <*>  iface: <*>): no ifupdown configuration found.
506,E1125,kernel,Initializing cgroup subsys cpuacct,,    0.000000,,Initializing cgroup subsys <*>
507,E1590,NetworkManager  pid: 567,WWAN hardware radio set enabled,info,1467290576.9616,,<*> hardware radio set enabled
508,E1088,kernel,CPUID[0d  11]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
509,E1541,NetworkManager  pid: 582,SettingsPlugin-Ofono: init!,info,1467205191.0685,,SettingsPlugin-Ofono: init!
510,E1288,kernel,vgaarb: loaded,,    0.201969,,vgaarb: loaded
511,E1125,kernel,Initializing cgroup subsys cpu,,    0.000000,,Initializing cgroup subsys <*>
512,E1156,kernel,PM: Registered nosave memory: [mem 0x0009f000-0x0009ffff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
513,E1088,kernel,CPUID[0d  01]: eax=00000000 ebx=000003c0 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
514,E1125,kernel,Initializing cgroup subsys devices,,    0.026800,,Initializing cgroup subsys <*>
515,E1230,kernel,PCCT header not found.,,    0.182447,,PCCT header not found.
516,E1532,NetworkManager  pid: 572,device added (path: /sys/devices/pci0000:00/0000:00:03.0/net/enp0s3  iface: enp0s3): no ifupdown configuration found.,info,1466518545.5948,,device added (path: <*>  iface: <*>): no ifupdown configuration found.
517,E1079,kernel,Calgary: Unable to locate Rio Grande table in EBDA - bailing!,,    0.000000,,Calgary: Unable to locate Rio Grande table in EBDA - bailing!
518,E1090,kernel,------------[ cut here ]------------,,    0.000000,,------------[ cut here ]------------
519,E1489,kernel,"audit: type=1400 audit(1466518839.336:7): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/connman/scripts/dhclient-script"" pid=366 comm=""apparmor_parser""",,    4.533107,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
520,E1035,dbus  pid: 536,Successfully activated service 'org.freedesktop.UPower',,,system,Successfully activated service <*>
521,E1150,kernel,NX (Execute Disable) protection: active,,    0.000000,,NX (Execute Disable) protection: active
522,E1081,kernel,Centaur CentaurHauls,,    0.000000,,Centaur CentaurHauls
523,E1556,NetworkManager  pid: 582,device (enp0s3): state change: secondaries -> activated (reason 'none') [90 100 0],info,1467205191.4687,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
524,E1079,kernel,Calgary: Unable to locate Rio Grande table in EBDA - bailing!,,    0.000000,,Calgary: Unable to locate Rio Grande table in EBDA - bailing!
525,E1489,kernel,"audit: type=1400 audit(1467205190.360:10): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/cups/backend/cups-pdf"" pid=373 comm=""apparmor_parser""",,    4.551020,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
526,E1557,NetworkManager  pid: 585,device (enp0s3): link connected,info,1466518840.1249,,device (<*>): link connected
527,E1089,kernel,CPU MTRRs all blank - virtualized system.,,    0.000000,,CPU MTRRs all blank - virtualized system.
528,E1124,kernel,Hypervisor detected: KVM,,    0.000000,,Hypervisor detected: KVM
529,E1549,NetworkManager  pid: 567,Loaded device plugin: NMVethFactory (internal),info,1467290566.6339,,Loaded device plugin: NMVlanFactory (<*>)
530,E1210,kernel,APIC delta adjusted to PM-Timer: 6382138 (6127783),,    0.181790,,APIC delta adjusted to PM-Timer: <*> (<*>)
531,E1037,dbus  pid: 558,Reloaded configuration,,,system,Reloaded configuration
532,E1549,NetworkManager  pid: 567,Loaded device plugin: NMVethFactory (internal),info,1467290566.6339,,Loaded device plugin: NMVlanFactory (<*>)
533,E1088,kernel,CPUID[0d  05]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
534,E1397,kernel,ledtrig-cpu: registered to indicate activity on CPUs,,    0.676272,,ledtrig-cpu: registered to indicate activity on CPUs
535,E1145,kernel,node   0: [mem 0x0000000000100000-0x000000002ffeffff],,    0.000000,,node   0: [mem <*>-<*>]
536,E1037,dbus  pid: 558,Reloaded configuration,,,system,Reloaded configuration
537,E1302,kernel,NetLabel:  unlabeled traffic allowed by default,,    0.204669,,NetLabel:  unlabeled traffic allowed by default
538,E1063,kernel,ACPI: IRQ9 used by override.,,    0.000000,,ACPI: IRQ<*> used by override.
539,E1549,NetworkManager  pid: 582,Loaded device plugin: NMBondFactory (internal),info,1467205191.2843,,Loaded device plugin: NMVlanFactory (<*>)
540,E1088,kernel,CPUID[0d  10]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
541,E1135,kernel,kvm-clock: using sched offset of 3628519956 cycles,,    0.000000,,kvm-clock: using sched offset of <*> cycles
542,E1629,rtkit-daemon  pid: 1005,Successfully made thread 1200 of process 1189 (n/a) owned by '1000' RT at priority 5.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> RT at priority <*>.
543,E1489,kernel,"audit: type=1400 audit(1466518839.336:8): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/bin/ubuntu-core-launcher"" pid=367 comm=""apparmor_parser""",,    4.534584,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
544,E1678,systemd  pid: 1,Reloading OpenBSD Secure Shell server.,,,,Reloading OpenBSD Secure Shell server.
545,E1156,kernel,PM: Registered nosave memory: [mem 0x00000000-0x00000fff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
546,E1489,kernel,"audit: type=1400 audit(1467205190.340:2): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/lightdm/lightdm-guest-session"" pid=368 comm=""apparmor_parser""",,    4.538198,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
547,E1088,kernel,CPUID[0d  01]: eax=00000000 ebx=000003c0 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
548,E1549,NetworkManager  pid: 572,Loaded device plugin: NMIPTunnelFactory (internal),info,1466518545.7094,,Loaded device plugin: NMVlanFactory (<*>)
549,E1225,kernel,pinctrl core: initialized pinctrl subsystem,,    0.182955,,pinctrl core: initialized pinctrl subsystem
550,E1213,kernel,KVM setup paravirtual spinlock,,    0.181112,,KVM setup paravirtual spinlock
551,E1079,kernel,Calgary: Unable to locate Rio Grande table in EBDA - bailing!,,    0.000000,,Calgary: Unable to locate Rio Grande table in EBDA - bailing!
552,E1145,kernel,node   0: [mem 0x0000000000001000-0x000000000009efff],,    0.000000,,node   0: [mem <*>-<*>]
553,E1145,kernel,node   0: [mem 0x0000000000100000-0x000000002ffeffff],,    0.000000,,node   0: [mem <*>-<*>]
554,E1010,anacron  pid: 545,Will run job `cron.daily' in 5 min.,,,,Will run job <*> in <*> min.
555,E1235,kernel,ACPI: Added _OSI(Processor Device),,    0.184622,,ACPI: Added _OSI(Processor Device)
556,E1543,NetworkManager  pid: 585,SettingsPlugin-Ofono: (18763120) ... get_connections.,info,1466518840.0228,,SettingsPlugin-Ofono: <*> ... get_connections.
557,E1088,kernel,CPUID[0d  02]: eax=00000100 ebx=00000240 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
558,E1549,NetworkManager  pid: 582,Loaded device plugin: NMBluezManager (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-bluetooth.so),info,1467205191.3133,,Loaded device plugin: NMVlanFactory (<*>)
559,E1228,kernel,cpuidle: using governor ladder,,    0.183981,,cpuidle: using governor <*>
560,E1063,kernel,ACPI: IRQ0 used by override.,,    0.000000,,ACPI: IRQ<*> used by override.
561,E1630,rtkit-daemon  pid: 1088,Supervising 5 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
562,E1416,kernel,PM: Hibernation image not present or could not be loaded.,,    0.687274,,PM: Hibernation image not present or could not be loaded.
563,E1625,rtkit-daemon  pid: 1005,Running.,,,,Running.
